geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_id
3555,são paulo,SP,bea5b1bf40e35bd76cd8ac8b6348a696035d6324848530a2f42030bdc1492895
3814,são paulo,SP,95420c3b5df68d83eedbc5d63471f02e7e2e846f57f2fcde13cb77f486649a96
3180,são paulo,SP,b781f43fdc6b046a571adeb68154ff31b229b2d3412413b84abe7fccad67e52f
75140,anápolis,GO,8ea3c21a8124cd4b4c8c5f7c37647e576522a4c73bb628572f806bb152fd99fd
84046,ponta grossa,PR,0815240a7f8b92c29d9337f2bd3c26b8e1a9f85a8ec44553e675ff2a7596d161
79840,dourados,MS,890704d3c7a18935d3029e2d1529b423e158b9b55bc63a3ce449b2d807731bbd
7215,guarulhos,SP,8fa07498a889befd8e7011d98d52e9ec047139f811c91493fe12881f36b06df4
88062,florianópolis,SC,db1bb01efd47b559db88ff7547b73fc99697324f9d407d43962cbea417740c3d
44930,presidente dutra,BA,877d92f245c51f743e7c18e13d37a3b3565bb27d58efce65300651939fbb7713
73375,brasília,DF,f94751601e822087fbefa11d98d9af09ed79a6431cc630067d8eb83dbf40be51
4512,sao paulo,SP,d0a946dabd6465d7844783c9a9b2e0370e82486766164ab3ee260b3f3e9ab24d
74310,goiania,GO,1ae406a4c27b01ce2e5c78302263c30b27a61a58f8175a8e008d7e43a30ab68a
44550,são felipe,BA,2f6c9845e13b7dafcd705705f893a186ab19d91a882eb710d192ce272a99c916
12312,jacareí,SP,a2286a30670d3e536d75b867050a3c64373227889eb003664934120748c993e0
5664,sao paulo,SP,8705204d2b64e86a7de5fbd286c9ceb7080dd7fa649ba3ffad7c2212ff619080
83505,almirante tamandare,PR,c77cabbb5b95e408bffc782ec17f1e84859eae390f89afeec6639ac4d9d9f84a
27150,barra do pirai,RJ,98dd6ebf9d41693e73523e2944700920bfa37dfb9d4d8e25960103d525041574
4634,sao paulo,SP,1e9dd5f071dd0acab9aab1acf31f7fcbae1abdfda78fec514ead08c1a1f2e935
3636,são paulo,SP,01379c4962106a939a40f77caf83a44390fd4a7f97d062250ec92920660a107f
27947,macaé,RJ,2cd408131002c6d45f1d7bb780e07eba7ad6315bfb331b68bc9c172fdfb64f0a
89980,campo erê,SC,550873c6d6c0360d20cfc9b4040df64b161218803fda6cbe97d1b729fdd605d4
94828,alvorada,RS,94046229dd43bd6eb8801be32c0d78657a65eba3a9ccb6d7d26962792b36c912
66810,belém,PA,7c7e78e9f7821f249d8d58f86eb4e76ba7494780e914e70761ee2b7ce3c38071
3019,sao paulo,SP,9f54beffd2733bae0e21bc519cdb9fd99e7df253c590c3025c6b529eed6dcb30
32183,contagem,MG,ba4d9b964796d6671407e502de786d483141012358e092442f80b385e88b3d47
4581,são paulo,SP,cf11a58d956ce6256c27226b807dbabf985da1df15c7bc4f049e3b2d7e3b2c6a
55032,caruaru,PE,5b0fe3d03565a322e148d5cb2808a1bbe5911eae6b5e220a72e495d1fe4b6d8d
5356,sao paulo,SP,13100ce851d575f0ad9e3c466ca6b19f7556260de5dc32e94d2d4fb4d7ffc0fa
65278,turiaçu,MA,0249f2550ebc054b54ddd2b98216e209f15443b8942ebf73f998b93c23b0c6e6
66115,belem,PA,85612b45763225a436850e6c8acc1ad74cb66ceabe3f77db526c87bf0eb51331
4125,sao paulo,SP,6999403c93326a558b9e5e99004e0644b547c6e089a6872f095952ef94eab4c6
57680,boca da mata,AL,ca460a2d853947ef75f3ba775290afeef96e0dd8bff27726f91d567907b64394
83700,araucaria,PR,014bbf5ac4d3388b631d1a76f6d02f7d8d18478ae9da6effa1dece1ca5d29e28
49820,canindé de são francisco,SE,d4ad404440a7c8225e7c12df6192ccd54729437859dbc65ae6009c40c35a0bb4
7042,guarulhos,SP,cc1bea01683fa9e318556884a55f34b74396740f8085d1050e00e2b5da8dee8a
4382,sao paulo,SP,110ebddf0dd88730fdd7828a2b1d31a08294d9cea3d0387925e1e31a0f81207f
77990,sao sebastiao do tocantins,TO,cf526a82064eb1db2e4a36a4457c12f45e17461a7615792b68ccb148d87657bf
99215,união da serra,RS,a936f1478f2b7def8519786432f3a0167a517c3351d5b48f67462fa055a9c134
78145,varzea grande,MT,5ad0b46a038de4bcd814884d97cd0e8633bc781dd3b7257aa9096012e1331493
24754,sao goncalo,RJ,e3ec28ed7543a69189f09505be5bdb96cabf891c295f6d042905a8f3be0d5e1d
5752,sao paulo,SP,22c35a043d3b3ae01d7929bdfec7b4873d021fc7f2da8f1b563ec6d50cb4326d
32417,ibirite,MG,c8c011057b6e23ebda4f8f58b401386bf2e24ede38aef66bf239be41b408f454
76906,ji-paraná,RO,8723b8ab154ff4e228979e70ac115bea863804224e0211a8be3318885bd2ebf2
71742,brasilia,DF,3d0bcfbd40770bc4f8c8d0c34a07d1766d706ea0f90bb7f043a675244312b2ae
88338,balneario camboriu,SC,e6f5aac42ea076f885a9bd2e70465c6b3d3714b73c4f432736928c8e45a6be78
3524,sao paulo,SP,9155b53ca7851e0c111dff49e758a26eebd343dfa7ab97736a81ef35a1f9a840
14075,ribeirão preto,SP,8c1c9d25e05500d081ce90f8bf63dc4f6dbd442c0f2f24056a790e92bef9697c
27340,barra mansa,RJ,67a5d4c1dc2c2a65befb5244be9f9472ec03db16021dde429f23bf3064771d38
6542,santana de parnaiba,SP,6fafb1a65ed957ef52ca2af63f282095835bf05452a5cb3ada3eae6569dc090b
3181,sao paulo,SP,1d65f34271e46429933c5296643b1d3e51f905be7be5204838ac4b236e07b288
25954,teresópolis,RJ,492ae5e65f4f76c90b632843f14aaced88ab98edebb1a55de20696ac97e6678c
65015,sao luis,MA,2a475f4dd827a08e55286747017db4c34e84eb4ad6f47473368f323cc880f294
4642,sao paulo,SP,bc96e304b77056b6f34ca88ba91b42ba1b41f32ba4a7b26c8f673942785a8b2f
3804,são paulo,SP,c63ff1f582a934dba5992df6dc892d225db9c0ea58041d73773c3c7e1fcafec2
25808,tres rios,RJ,ec5802ab3a6b2b8254753ce87ac4fd5631b6621052ed528a64275b68c0382229
39848,sao jose do divino,MG,13e6b30c19fb5f9fab084430185fcad09d0b1a17969d5fd189d30f16c5e042d6
2934,são paulo,SP,8c20dbe7a82cb63a53f11a8fdffd9c8cbf0467df5b5572c59623ce8fc19731fd
3065,sao paulo,SP,5394b7af4e3a0f83633f0be1cd693188c90d437cfbf1f20caa8b463c8618f248
59960,piloes,RN,f2604440bd08a226c02fbcad510add231d5cf5458bafd5fc30c8c13d6d757f81
39742,sapucaia de guanhaes,MG,9af17e436d458029ef252678691b41419383402817e5aae562408f3b9e631616
39594,itacambira,MG,74897628395adbe227877ed3a5765af821ee29bac8b3f6ac79edf71ec16b0782
39185,sao goncalo do rio preto,MG,fb5770a6915538c399f04d5ceb2042dd060cecaa529141ff1e84fb91f05f62fa
6719,cotia,SP,ecc492477a8df7ae3b46c6f8bc7dc16b80893bb6a145b952bc7511b27f4a2719
47730,canápolis,BA,3a48519948114a72e6e7d488cb7988d5276741ba8008e13ac1f003f76020cefc
4604,são paulo,SP,4bd3a5df1cf0e92db0ba1d23c22648500fc4457fbd1986741421dd999f1456ff
1405,sao paulo,SP,f3d5ec841bfe496ca12f86f976dec5118c7164b09f53fda8495a635992597c15
74957,aparecida de goiania,GO,e23cdb4c4085988a4378cf53b9d15e4bfd60d237bbdfd07257ea1c16a510c4be
1502,sao paulo,SP,7b3f6313cbf5add0e60821908c3596ef937aefc365f60a56754a825b0a5a8cd0
60764,fortaleza,CE,a5230b383c1dc45a836061e0a0e267552c10467aa64b70f6376814486b0e42db
3089,sao paulo,SP,8e4856c592cb6126665d3059b70f6ff4ec72a40843e7b021e33921a09d8e6b8d
26022,nova iguaçu,RJ,86c8a879d891f6141c59716a3d3a9d6cacad6e73e5c939dbb62850cbe9bb9b3d
58062,joão pessoa,PB,ef8ee55fec025d81c685c07347313695eb629b72513c544ebaa2e1b7fd00d12d
95535,terra de areia,RS,81113bd43a21c499c5d762026dd29cc98dab54db021408f736aefacb58450843
86300,cornélio procópio,PR,cf6be7e4c27bba26175f396f110d2745220f3e233d192520707ba6965d9cec66
74885,goiania,GO,bb3ed2121a40422372187c5b44fec76b244eabf52f957d40b51ea05a8397b14d
74683,goiânia,GO,f2346ea05bbd7fb0d147539441039311eb613b38e3b1e8e4bdb5e09d4f4a3107
12519,guaratingueta,SP,17c351616fdf29da3a7af8a5f926fcf65d19019de38f662caffb8173a9a420aa
74265,goiânia,GO,c0b2cc3db0b2091320b9bbc2136ecdf62d59a3585d365d65982a04b4663b9bd0
26216,nova iguaçu,RJ,d38c0656b65e96e71ef196a27e00fb0a59196ae2d14b19c932ffe961b4bd9fe4
13344,indaiatuba,SP,6d63f735b4d51275702c2fab4441d0822acb2459217e9f733592f28932dd009a
5635,são paulo,SP,29cfd17fbf9fbce1f4fedb97f9c1874fef6047098f26e3540ee681eb0712ed0e
57620,igaci,AL,1f358b4423a2dff4994a686b2d99b66f797fa5280dfa74d3796cc6468ee27002
24903,maricá,RJ,64b3b928362a7f2c131232ac43a21b8e5349ef13d6d5a9710876c19585fd2514
12720,cruzeiro,SP,d0009218fd89549858d98fbd0e89db1a924acc1ef9facc8dd6f95701e6f7ce29
83608,campo largo,PR,63ae8149ce4bb9388d02d972773ab8a9e61716f119ed323bae7cad91381fdfef
29122,vila velha,ES,cb57153a17e04daac4741d8008b57a40e457eb2c97d1f0c2e4293db1279a59f4
24342,niterói,RJ,85e4ff5874a2663dba85b6c1e1c36d3849093f560a5c1740e51b5f018b3a5f67
74765,goiania,GO,f42d0f37357f5e3d1ffaff16c60b7dab8a283a3a7b29c6050fdaa485b7d19ccc
65578,água doce do maranhão,MA,05815258246eb48e41ac9316eb4673efaf8d73545fde592600665adadadc2a51
35115,marilac,MG,a8295108b62ec704cb59cf5b0f2f9aa2e416af13b23c32fd011b41f508d7b7df
59410,barcelona,RN,f98d4d49a4f78f1256f37a3f33b30fd681c960d53c230cada9168f0ecd4852e1
35810,passabém,MG,dc2189166273b09cf64e6205696aa2a1e2b97ca72ad152896f72963dd5e8ea30
9390,mauá,SP,4ff1c2295052b02607a86f01d275c046a13ce49077328c94425b8c9b19909e24
68025,santarém,PA,7079ee5b988437bd0d739e83782c7e391f931ea6548f3e6f46388081cfe35817
9425,ribeirao pires,SP,f4445d4becee2941e78858e3cd67420c9d651d70f4ee318dd314d5e05647d470
60541,fortaleza,CE,9e875debb8428a8086ce336f7e93787a92b7bd72497468d02a73d365649bcff3
74483,goiânia,GO,7d45727352272aba0317dac2c5dab2f3572dbceacfec47ddb0d8facde2cdffdd
9625,são bernardo do campo,SP,f736fcaa2e69d896b8526b84571e0980e5c1e8df41f4bf23678aa6e2313b3efc
36272,alfredo vasconcelos,MG,bb658d8a0c5553b14109f635d9f9c602a09ca9e1c2bb5edf9ad9babbc505cc89
76152,buriti de goias,GO,f6fd0b00dee15827309474bbb96bc8983beae317e5686e9fb80cfeeded35860b
69830,lábrea,AM,3ed7a99d3e33c0c3a205d5f25594f2b271f2573b45a24021dae8c070f740ff40
71675,lago sul,DF,41b36cf6af92e9b501eb8a2152a442b1088644a1da4cb660e297c2d83363e1cb
36930,simonésia,MG,d523453484445744cf9b41952839150277f1884e9fdfe0f3a1722a9f21b03058
15046,sao jose do rio preto,SP,fc22d9fd8a27b8fa7cfa63a7b94bef0ccedb5c0ab8be8206333b782257b9ad2f
4129,sao paulo,SP,2a2327131fb6d775b91e5b6140ad17d12ca4829ea557dcff84854fab407b1cbd
41214,salvador,BA,6e99768dc928266a98c464d84986fa6016575554881a279cee1b19009199bf2e
86075,londrina,PR,bcf9cd7e8d37eb3cb96bddfff8c06eccd5a44a689578153d2b1bcc010fb702dd
49260,umbaúba,SE,fce9011d49effb458c32ebe0365b3c32a306f51271df71b61c21bd480874cfe8
68797,benfica,PA,60dbc4f2b184b64bddfef100f1da07ae4e56a8372cb2d4e43934d203800b7aa0
64970,parnaguá,PI,8555645b891edd9353eb8cef39a6183c728e76f631805238ab55502c47cc60c1
96845,santa cruz do sul,RS,c0d4284a3c760f9fa7951eb5216e3b4ff8b0cf70632a1a25a7ba564fab4d5c12
74922,aparecida de goiânia,GO,c92698885a558c2777ea9f57d0558fc95847037dcfa9d51fd065bc0fde2f0f2a
69068,manaus,AM,6c74fe718af704821bd20ca2ec1bfbcd163a56b32378ed0fa81dd4b40dcd3e12
29041,vitoria,ES,e434f6ac376a7c80a2187361f9dc3b5640c6668424263721b35e1ab34c7a19ff
14076,ribeirão preto,SP,9c48c01633441d504a258e8e2d7c404e9a86abc35d59b37b9049d01df8a6e6d2
3511,sao paulo,SP,922f5965438ff246cbcc5257fcabc56daa1729cc7afae6ff59fa771bc1c32365
74705,goiânia,GO,35d0a67869581490207295a8800a1427d969bc9c072e4c2fc3589f5faca9ebc8
96506,cachoeira do sul,RS,7322178bb096537d565e14529a0f93e4aa91e1d3f10c7669690670748c2b6fd4
84608,uniao da vitoria,PR,5d876ecbc5125a7dec2d005785e04b40183721e43bbd937a12f21309630fb641
64067,teresina,PI,d3bf9560235a23e63e3a6b0d6da232c9f4dbfa810f14e99a9e027a70f917c6b3
2211,são paulo,SP,ac78cc4c6afc969d90d832467fee0d9e100f5f8237b416b51830eadc6804b159
38045,uberaba,MG,e8f811012bdcd82d94c9cd39ab8ae893c45cf304a3f71335186ebb4c18ab5b00
58031,joão pessoa,PB,a41f4d2235b931abb52344edb04ded0a80e5538b4092988f2fa0345913d7ff0b
84945,salto do itararé,PR,fc3e48bdfba424c5f050e509492f6a185911915d2aa6ec7a84aef7b90f8f301a
35667,pequi,MG,840e255c997d1ed5eed0bd6596bbc4aee88f924a06e582254f653dbe6bc72e60
12943,atibaia,SP,0d621242693e2c32b0c5230bff11292e3fabee90e90f611f37f9f11ddc5b1168
89838,galvão,SC,99915bf7059368dd1a366e495a8c8bf520dec63a1fe6df3140406bea28edfe5c
16207,birigui,SP,61e347942e1c5445f39f9e2ffec02a8aeef7e9c930c55132d51fe7ad756fe7cf
13238,campo limpo paulista,SP,a7f48e511e0cb23a63d855cbe5b3304d0255f3949fe10ffa32cc36c41573c943
2180,sao paulo,SP,bbbf394c01a188ee373993089e28ca6159c8fc389840076e2079505ae34c2fae
7183,guarulhos,SP,fdb89d49e3383a41961232d11907ce7d0819a7a07a429528da8b2c95357d567b
2802,sao paulo,SP,9b7fcec23e4d5d177aaaa342a53b3b01b6203375e85facc8065122ce20cff447
75066,anapolis,GO,6b66a677d4396dced6075fde5fdfe03ea9bb19e8a73b0d8490640bcdfc5877ee
2069,sao paulo,SP,adc105220122dceaa2298956fbdb9b19812bc17ef97f54c64dc258e8449514e1
29165,serra,ES,147bdc2b29e08a48d959fc8ccfe201b21354ddac531a9a67d72884bcfa3a9dd0
5592,são paulo,SP,9c9331ca56c621d4f8b5154cf2aadadb41ad34739558f73a8a04d84e62787960
85867,foz do iguaçu,PR,b18c48cd2efb77246dde24b1320aff1884982cc1cc06f401854bc874eff84d1a
5107,sao paulo,SP,e9564a5903b9bcebc41567c733bea57eb48c6d8d98816ee8ebc2647072db12e6
25886,nossa senhora da aparecida,RJ,2dc77bebd5e065ff830f8086831cf21902497ceb74c9b6e6bee32a38b7338964
3707,sao paulo,SP,329db8a8bd250622cd3fd7ae4e8124759b3456223712a2693acf5f0dac8fa13b
45120,barra do choça,BA,439a3a63efd48976c0a77b191e2039dd53cc8279e689ed1a42c3de79287d40ef
12280,caçapava,SP,e9bbb836e84700c81830b8d39ea7053f17596fbb5794b054857ee8201736d1e4
76805,porto velho,RO,cd0e236d5c5c0633edfb85f7c39251be31f87e3f6d9a0958a56208533ba9378d
5007,são paulo,SP,1e4a0d7b0702c03650f4d4f58a32efaab79e45167bb2325e23ec3a78af357915
3309,sao paulo,SP,474fd5bd80233bcddd8ec0ec9ebda06847e9127c5e14319a269531f920120d2c
3577,são paulo,SP,63cea59d5664a3ec90cbb23b0df5ffc7fc6a3aee9189d767006985131dea43a0
3695,sao paulo,SP,944f8b857412016f71083774bae7076fdb58fa6516784559342397b78f1022a0
61903,maracanau,CE,c0efd0628691bd0647f5dd01b0c955aa6aec202aa1ab7a5b272def6115492b9a
35177,antonio dias,MG,2ea0eebb79f26c894653771fb70ce1a5819fac9ac06ff08ae375e7b8310d1c8f
5405,sao paulo,SP,18171400c3513c90b0a376a3d2c7f111b42d3b51f61d8c21866e0649325beb07
48330,rio real,BA,b84e50c55dae1b69d2ab2ff5fb6008f289485b58edf09217700526fb716cd656
29182,serra,ES,3b3d18ff3775fb2e65fe2070bc7d1c1f3066b83d359219b1c1206d48011c9ca1
2341,sao paulo,SP,2a4aae191b35b93a9a758f4681201f7126b83abeff8f38eea451b3dedd6ffb14
45375,planaltino,BA,b5837a19c577f10801d5c6d8a41af47b153fb78520baf88416cf2a89f23fbbeb
58228,dona ines,PB,6286a146d715e51b08c691f58eda720d187b9ce9c9efe08b2caa33436b1a8be5
7417,aruja,SP,ec492352fea721140dd41fdf9926d7ced0a8dfc0793faa90a7501d380752bfda
2309,são paulo,SP,7038d8e59ab623e8835bf02e868a52ea677fd1adda85e6f9d3916142469bdf75
57241,sao miguel dos campos,AL,a1eaddd74f8a44cfb67dd188a83e1b4df9cbdb34d1fe5c37ad2e2543888312ad
35709,funilandia,MG,cbb1f891d0b171767adbfbd3211fad84acf4c17b27c50ac5d604b375d47f7bd9
20941,rio de janeiro,RJ,71312d4fdd8a59447582d24a3ad6acb8d20695e7688cd9807f3fb22732ca4a1e
4719,são paulo,SP,26e4fe5d84a24728e78a9cc4d71d72d3bddf76c9ced58439401085652ff4f658
1010,são paulo,SP,2c36daaf5aa43fc42cc3a4c95ae9372e8fb32004d8ab855d56d5aa86b9b5c002
30430,belo horizonte,MG,890447d384f247c18c8012dcc72bb16e23962ff044c3a81a120cbc1c1fcebf78
59870,antonio martins,RN,3d757238b87cf80e0794817e8b145d42782b3d50a855e9e4894c088ea7693402
75515,itumbiara,GO,f6bdd4c2028a886421c7ee4d23bd009571dda156d1e5f370284874c475ea3ce1
3978,são paulo,SP,8f591dfa81336ced9aa5d42eeb0508e8941ff347578fd658c5893b32f9042d81
74160,goiânia,GO,52c2a26f3b92d49475e16baafd9660c4f7b6162a9bd9dfb3b3d91f39e6c62437
8514,ferraz de vasconcelos,SP,03d3a3bcfcadeb1a2693b0575c97960fb513e97a8ddf9bcb44140c3af2c65f0e
39628,comercinho,MG,267bd1dbc5c3a731877a751f4836105579984773e977d8f6e195ac0d21c5137f
5203,sao paulo,SP,e2bd557d4a55d97769e4edacbc6bffb93f7c31a6b64a04a39170b7612ea85f55
69060,manaus,AM,67812763754c983f21aea2a79ea4bb3dc0a07910705206b1684300324f08a055
74543,goiania,GO,a5ae56309fe07cf0cd5548f26a9959bfd122cee0a0666037fcd4ce1a47285cc3
24942,maricá,RJ,6cda57d2afb61c88b9fff8552563a47cb646a6b10bdfb4d14279386946250ad1
3434,são paulo,SP,aa5e32e88d121a86fddfaf2f8631b5b7b5dcf0c0e58bd636ca532a137191de54
55805,tracunhaem,PE,a093c8a7d54ea5f3fb19bd26e723ebf6089330b75851d9351a47aff2635a9522
17057,bauru,SP,ae40d517f9832ce852bd54e47c1d6052f458a91c934b40f10c5d2de73457ef4b
2914,são paulo,SP,d45faa3a9333332d0a4ab35ffea821ab460becaa4d3a71753fd7eca35d3710a9
70364,brasília,DF,ec94a15889bc2df2ce21b384d0976de4154b6d3739e8467e3c88c2f060b8634f
88308,itajaí,SC,dd753b75bd4cdf62f7069f2ebd34eaf9e4d496a1f0a29f00437709531cd1eaa2
44940,central,BA,a4263fd08083a21843baa849757974c449d104ddc97e5733858e7d6909ed8bdd
14165,sertãozinho,SP,27cff413b200bccad6d6569ed5a5d53fd7bd40e53ac4f7bb6357fdce4894d8c5
16055,aracatuba,SP,eb73573370fa0f6244f4e1b88321d8d4a5ce5738bd63bc1fd15694d72af2bf96
38441,araguari,MG,3fdbe8e0b7e4e3bee41d31ef3eaa5b2ec2b673ff1729fddd0b942750e6db8602
5058,são paulo,SP,bc7d86184ab770833df37c94b90d0513d21c4e6d93353fcb4cea1da5930aede6
62882,horizonte,CE,3bc0741201efa1899c05190285b4315e75e833717c12c991c8e2120a457b7f6e
6514,santana de parnaiba,SP,b469d156518fdfb745147cab741b3de93ed7220b30bc48bab8ee574941519430
41342,salvador,BA,f71ef69db8a6358c3272a2b57d56bb713d304f2d00853546f057e60c009e2598
36889,muriae,MG,133114210381a1d432d529348794b592cd19227291f998163975bd103cc18356
35931,joao monlevade,MG,3501b7202435d320b2b5660b2d6829fa461d0498b88a67f5549c59ad21561131
2260,são paulo,SP,b909cc3d5cb444e3ae7380d0909e45db37f3abe6e2427d1e0f79ffdaa629aa96
78600,barra do garcas,MT,1a28cf383d8062f4c73cb69f6713df34e5bf003adba1865d4a097cd6f09d641c
8525,ferraz de vasconcelos,SP,0a6fb2e8926bf247859c751343137263f9042bfbe8ac9a5e00cc9ece6158c5a3
5270,são paulo,SP,b08afa6c5b55190168c49efa41ac77a516cc695bc08b69d610e4b6c056942757
33822,ribeirao das neves,MG,9549c342b9e0cf94c1af4608fdcfefed07195ff7c8b61917f08fddcd6abc8f63
23903,angra dos reis,RJ,78b3abbc1312f6bc273f09057cb9aa71504f5b4f81bcf7336c0d59f3694fb41a
58820,lastro,PB,fc06d915e61b5a65c0977ba8c0867abe55ea037db9a7a08e91545fbb473ba2cd
3802,sao paulo,SP,8c012d7a95c2779edd8993783818bf8fcd7eb2e049eae7d012e3e1ce916a29cb
35760,fortuna de minas,MG,a38d761f9e2428eea1db47471b15c283759fd677b54c206cd5b014f7ea16531e
66821,belem,PA,478a913c65be55a27915b1e654b768b29a3334d2286307e5b8c0f778314d51ec
5374,são paulo,SP,78a34d091c0147e409b3f3cfce7204388f9736bca61e2bdfb9469935070978fb
36160,guarani,MG,fb20c7a30e75e8d694d3d916973686d8e75a8526cc6c2fd54e2618b94c29a563
75085,anápolis,GO,b47baa2963803575c890689e4bb0d7b91697c04f519008fd28a2eac15f6fb478
19806,assis,SP,f0f9f31ec56118b805b517c2048ca557e3391ccb085822711fce6e1705253f04
39458,verdelândia,MG,ea57b4ea47e7bedc4e01a1f42fed28ba6002efeeb4a92e3f51d456ab7438f2ff
5403,são paulo,SP,59a994772ffe888e3869997192d9edf3bfc569d2aaf867956b4b8b4b16c50283
39440,janaúba,MG,8fea6900d323453d88b7993f1c851ff8340b8c01ae992d2817f46922c7c45871
42850,dias dávila,BA,dd28fc9c73b9a80df4780934420737ba2718e86d72e4c61e462f386eebc43694
8820,mogi das cruzes,SP,f7c2c80bce8b4d67dcf07cc4bd594921408c9ed470e0090758b2c81d2df82a89
3591,são paulo,SP,5404c7b18546433a9db72999bdf70dc7fb3e8047221d10f745c89e7d43e7f4f1
1034,são paulo,SP,5078c7bc0d1a5d03e7cf944bacd1878acb24df89f971c81436834f97e0745692
41301,salvador,BA,ab901835217c054f4ad2fa457a7767dbd22aa8725b13591be2f5a7235e72ab63
29938,sao mateus,ES,5cd5f92957f7d74bc938d649c941e66f8fa5e07cc5c4af04fb9861dabe73a494
7141,guarulhos,SP,c58bb6d93e33e4b01601f8ff780e2055f4041da87fc6045f97471fab339d8b64
45620,são josé da vitória,BA,1ebeb0f35c530570cf7035b34857c59c10b04d908d71d3f09422415d36a85f12
98440,caiçara,RS,e3f0e4dfd725739de6ed1db5c5421f37c83991ce250f783c839624b6c0ba8ee9
49092,aracaju,SE,a4ef296efa43f7da5c38f1113ff517a161466f836381b60dfd392c988af1bf4a
72110,taguatinga,DF,aafd042dede3e905199d78e416bb55fec2638a571d628be5b11141b87f0dd4aa
28637,sumidouro,RJ,601db1e41684bed2823046f4fdc981803db13b28ba5e8ef66a848ed0bd115118
18310,guapiara,SP,a0e1130c2e61de6d8ffc80795692253e69545159b2d4162ed11e329f27307f3f
78028,cuiabá,MT,73dbaeafd401864311324853e817730e43729cda35e0d7c06403d3bd8ee6efdb
24809,itaboraí,RJ,9720f1d32e3c44b6f2642f2f5827aa892f468fb76aa5d3eddb9a58380e6534a2
59145,parnamirim,RN,8a23744a558b2382139a6d662f414e4a9b639d5f4172bbbcb4cb7671580d7cc4
1455,são paulo,SP,82b38c596c6ab7cf06ab217c70f305cbec71870ac35d5e4cc1c1e7daacc57214
26279,nova iguacu,RJ,3bca0e02e8d1a7f1896f7d8c5789c8add1d19a592eec280e87d86e8b7d603853
74966,aparecida de goiania,GO,19ddf5eb4b5f6245b659361d32130a048d9541707f3d381cde4c36d4e5951dd4
87915,santa monica,PR,3d8f75a4ef879076685a37f2ea1a4766188ea2803445ba0dd78b24f0e5ad2984
3908,sao paulo,SP,ee80f123808f84a88126c56f10c7fbab7c6b0089fa9796a455d14ec59f63ab1d
23073,campo grande,RJ,46cb1dca164e6c4eaa4a7164d16dc54e6590739609b38318e0dc477df95b3c17
11615,sao sebastiao,SP,bc749ac8b27ee3a28c18e167c47251cfe6d8070f61e644e578d4105894324666
64807,floriano,PI,c403e6f11e6ffeab9a1c4a520b876e900775e09e59d0000d62a793f20a5c8b61
20535,rio de janeiro,RJ,f366835465e4068fc800a2c738b3a849fe21ef354c12a4ffc011e8ff7a36d749
36778,vista alegre,MG,2849a3d7981f3e916093726faaa29175f388e92c32f1f6b2b602645b2dbce60f
58032,joão pessoa,PB,ef116a0daf7418c6df847e1230bb6f0d59a1e1070081116a6aafe24f79ff5709
88138,palhoça,SC,98e9f537e20741f8c14d0f9fa2ac4a07ffba77d376f7080c131f2720018b611d
83703,araucaria,PR,97bfaacb7fa729e5d251c928c7b9f23832e5ae429f8d34fadc28596274a94af9
24917,marica,RJ,c7ef6505bf97844deb851ce1077315e219a3684e92d7954aaa62bef7143b57af
20785,rio de janeiro,RJ,87d87cb14bcbbbd04c121c38eda3c653e48e15378700e2d064d6ce1212feed1b
12223,sao jose dos campos,SP,9c22ae147183b3499b707663859cba24a9612fce9745545bc32f8b92bf2d64f8
3420,sao paulo,SP,23448dd95fdf816ec707636fa5c29ed1390d60588dceb5ce18f8bf922082f046
72620,brasilia,DF,f25adbdb5e0b136bb611c43b7b4932263e313ae1e2783f839ed349879d198918
89813,chapeco,SC,dd42eac7c08adef5d626e9ceffcc2f34a8a5c38b8771e2e702105dc36847f52e
35114,pescador,MG,26e3b99b7a171e4872c5b8adb650eab6764dd4ccda2f7fa70a0b9763b2b28a32
75813,cacu,GO,1e180c93ccd4cd54cdf7999e78b3bcba9f8ba3d1fa76a85f4fc7cfdc74c5114c
26282,nova iguacu,RJ,875e9dcaba0aa9856d0778dced3ebf1ff6dcbe1cddbd46fe902c2c7b03426445
83307,piraquara,PR,39876f6f64db4113f75281388303edccbe3a216c909ce472ef9b4782a2566121
4505,sao paulo,SP,da412ef31bd4f15150fce0bcb440fd82ca32f21176cb4076ef7ff5fcbc202b13
57040,maceió,AL,0b1e94168573ec1c49003e069ca354bac31600b11f66dcaf3ac7c0e97cbc0c65
35280,itabirinha,MG,9c5c24d4092b313749f44edf0540c993037a8acc8c64912367ebeb99165e0225
53300,olinda,PE,55f0d22352b407031ce022e10897d0cd065d77b3088417c44d2343cb6e9f10ff
70855,brasília,DF,4ae7ead18e5ae37e221ec87922ea50cf41cf93af57638a8501b8b2fefee01a8b
38910,iguatama,MG,54074e6143406f4edb2bb8635c33aee5861504150c752bd72effb1494aabe0be
95948,travesseiro,RS,38cb29e1516cb5a8c9dcc89354dace470c965a5ac1ec97709fddf1be51400c16
5343,são paulo,SP,cc7ea9fa5a3a7ee6a85541bc6f2575de2f8ed9de377009f12cc26aa828ef611c
42835,camaçari,BA,cc6426c5f0895d843dca9901ac17d1b2879ae5fab04d844c24c89e897961e3c3
36350,sao tiago,MG,61cd0cc71f342a8d15f7136b1c1e72df697bc77be3920def36b4fb1131bb6bd2
